airportID,airportName,city,country,IATA,ICAO,latitude,longitude,altitude,timezone,DST,tz_olson,type,source
2312,Kumamoto Airport,Kumamoto,Japan,KMJ,RJFT,32.83729934692383,130.85499572753906,642,9,U,Asia/Tokyo,airport,OurAirports
2313,Nagasaki Airport,Nagasaki,Japan,NGS,RJFU,32.916900634799994,129.914001465,15,9,U,Asia/Tokyo,airport,OurAirports
2316,Amami Airport,Amami,Japan,ASJ,RJKA,28.430599212646484,129.71299743652344,27,9,U,Asia/Tokyo,airport,OurAirports
2317,Okierabu Airport,Okierabu,Japan,OKE,RJKB,27.4255008698,128.701004028,101,9,U,Asia/Tokyo,airport,OurAirports
2318,Tokunoshima Airport,Tokunoshima,Japan,TKN,RJKN,27.83639907836914,128.88099670410156,17,9,U,Asia/Tokyo,airport,OurAirports
2319,Fukui Airport,Fukui,Japan,FKJ,RJNF,36.1427993774,136.223999023,19,9,U,Asia/Tokyo,airport,OurAirports
2320,Gifu Airport,Gifu,Japan,QGU,RJNG,35.394100189208984,136.8699951171875,128,9,U,Asia/Tokyo,airport,OurAirports
2322,Komatsu Airport,Kanazawa,Japan,KMQ,RJNK,36.39459991455078,136.40699768066406,36,9,U,Asia/Tokyo,airport,OurAirports
2323,Oki Airport,Oki Island,Japan,OKI,RJNO,36.18109893798828,133.3249969482422,311,9,U,Asia/Tokyo,airport,OurAirports
2324,Toyama Airport,Toyama,Japan,TOY,RJNT,36.64830017089844,137.18800354003906,95,9,U,Asia/Tokyo,airport,OurAirports
2326,Hiroshima Airport,Hiroshima,Japan,HIJ,RJOA,34.4361000061,132.919006348,1088,9,U,Asia/Tokyo,airport,OurAirports
2327,Okayama Airport,Okayama,Japan,OKJ,RJOB,34.7569007874,133.854995728,806,9,U,Asia/Tokyo,airport,OurAirports
2328,Izumo Airport,Izumo,Japan,IZO,RJOC,35.4136009216,132.88999939,15,9,U,Asia/Tokyo,airport,OurAirports
2330,Miho Yonago Airport,Miho,Japan,YGJ,RJOH,35.4921989440918,133.23599243164062,20,9,U,Asia/Tokyo,airport,OurAirports
2332,Kōchi Ryōma Airport,Kochi,Japan,KCZ,RJOK,33.546101,133.669006,42,9,U,Asia/Tokyo,airport,OurAirports
2333,Matsuyama Airport,Matsuyama,Japan,MYJ,RJOM,33.82720184326172,132.6999969482422,25,9,U,Asia/Tokyo,airport,OurAirports
2334,Osaka International Airport,Osaka,Japan,ITM,RJOO,34.785499572753906,135.43800354003906,50,9,U,Asia/Tokyo,airport,OurAirports
2335,Tottori Airport,Tottori,Japan,TTJ,RJOR,35.5301017761,134.167007446,65,9,U,Asia/Tokyo,airport,OurAirports
2336,Tokushima Airport/JMSDF Air Base,Tokushima,Japan,TKS,RJOS,34.132801,134.606995,26,9,U,Asia/Tokyo,airport,OurAirports
2337,Takamatsu Airport,Takamatsu,Japan,TAK,RJOT,34.214199066199996,134.01600647,607,9,U,Asia/Tokyo,airport,OurAirports
2340,Aomori Airport,Aomori,Japan,AOJ,RJSA,40.73469924926758,140.6909942626953,664,9,U,Asia/Tokyo,airport,OurAirports
2341,Yamagata Airport,Yamagata,Japan,GAJ,RJSC,38.411899566699994,140.371002197,353,9,U,Asia/Tokyo,airport,OurAirports
2342,Sado Airport,Sado,Japan,SDS,RJSD,38.0601997375,138.414001465,88,9,U,Asia/Tokyo,airport,OurAirports
2343,Hachinohe Airport,Hachinoe,Japan,HHE,RJSH,40.556400299072266,141.46600341796875,152,9,U,Asia/Tokyo,airport,OurAirports
2344,Hanamaki Airport,Hanamaki,Japan,HNA,RJSI,39.4286003112793,141.13499450683594,297,9,U,Asia/Tokyo,airport,OurAirports
2345,Akita Airport,Akita,Japan,AXT,RJSK,39.6156005859375,140.218994140625,313,9,U,Asia/Tokyo,airport,OurAirports
2346,Misawa Air Base,Misawa,Japan,MSJ,RJSM,40.703201293899994,141.367996216,119,9,U,Asia/Tokyo,airport,OurAirports
2347,Sendai Airport,Sendai,Japan,SDJ,RJSS,38.1397018433,140.917007446,15,9,U,Asia/Tokyo,airport,OurAirports
2350,Atsugi Naval Air Facility,Atsugi,Japan,NJA,RJTA,35.4546012878418,139.4499969482422,205,9,U,Asia/Tokyo,airport,OurAirports
2352,Hachijojima Airport,Hachijojima,Japan,HAC,RJTH,33.1150016785,139.785995483,303,9,U,Asia/Tokyo,airport,OurAirports
2356,Oshima Airport,Oshima,Japan,OIM,RJTO,34.782001495399996,139.36000061,130,9,U,Asia/Tokyo,airport,OurAirports
2359,Tokyo Haneda International Airport,Tokyo,Japan,HND,RJTT,35.552299,139.779999,35,9,U,Asia/Tokyo,airport,OurAirports
2360,Yokota Air Base,Yokota,Japan,OKO,RJTY,35.74850082397461,139.34800720214844,463,9,U,Asia/Tokyo,airport,OurAirports
2361,Gwangju Airport,Kwangju,South Korea,KWJ,RKJJ,35.123173,126.805444,39,9,U,Asia/Seoul,airport,OurAirports
2364,Jeon Ju Airport (G-703),Jhunju,South Korea,CHN,RKJU,35.87808,127.119112,96,9,U,Asia/Seoul,airport,OurAirports
2365,Yeosu Airport,Yeosu,South Korea,RSU,RKJY,34.84230041503906,127.61699676513672,53,9,U,Asia/Seoul,airport,OurAirports
2367,Gangneung Airport (K-18),Kangnung,South Korea,KAG,RKNN,37.753601,128.943915,35,9,U,Asia/Seoul,airport,OurAirports
2370,Jeju International Airport,Cheju,South Korea,CJU,RKPC,33.51129913330078,126.49299621582031,118,9,U,Asia/Seoul,airport,OurAirports
2371,Jinhae Airbase/Airport (G-813/K-10),Chinhae,South Korea,CHF,RKPE,35.140248,128.696229,8,9,U,Asia/Seoul,airport,OurAirports
2372,Gimhae International Airport,Busan,South Korea,PUS,RKPK,35.1795005798,128.93800354,6,9,U,Asia/Seoul,airport,OurAirports
2374,Ulsan Airport,Ulsan,South Korea,USN,RKPU,35.59349823,129.352005005,45,9,U,Asia/Seoul,airport,OurAirports
2376,Seoul Air Base (K-16),Seoul East,South Korea,SSN,RKSM,37.444744,127.112718,92,9,U,Asia/Seoul,airport,OurAirports
2377,Osan Air Base,Osan,South Korea,OSN,RKSO,37.090599,127.029999,38,9,U,Asia/Seoul,airport,OurAirports
2378,Gimpo International Airport,Seoul,South Korea,GMP,RKSS,37.5583,126.791,59,9,U,Asia/Seoul,airport,OurAirports
2379,Suwon Airport,Suwon,South Korea,SWU,RKSW,37.23939895629883,127.00700378417969,88,9,U,Asia/Seoul,airport,OurAirports
2380,Pohang Airport (G-815/K-3),Pohang,South Korea,KPO,RKTH,35.987955,129.420383,70,9,U,Asia/Seoul,airport,OurAirports
2381,Daegu Airport,Taegu,South Korea,TAE,RKTN,35.896872,128.65531,116,9,U,Asia/Seoul,airport,OurAirports
2383,Yecheon Airbase,Yechon,South Korea,YEC,RKTY,36.630373,128.34971,354,9,U,Asia/Seoul,airport,OurAirports
2384,Naha Airport,Okinawa,Japan,OKA,ROAH,26.1958007812,127.646003723,12,9,N,Asia/Tokyo,airport,OurAirports
2386,Kadena Air Base,Kadena,Japan,DNA,RODN,26.3556,127.767998,143,9,U,Asia/Tokyo,airport,OurAirports
2387,New Ishigaki Airport,Ishigaki,Japan,ISG,ROIG,24.396389,124.245,102,9,U,Asia/Tokyo,airport,OurAirports
2388,Kumejima Airport,Kumejima,Japan,UEO,ROKJ,26.363500595092773,126.71399688720703,23,9,U,Asia/Tokyo,airport,OurAirports
2389,Minami-Daito Airport,Minami Daito,Japan,MMD,ROMD,25.8465003967,131.263000488,167,9,U,Asia/Tokyo,airport,OurAirports
2390,Miyako Airport,Miyako,Japan,MMY,ROMY,24.782800674399997,125.294998169,150,9,U,Asia/Tokyo,airport,OurAirports
2391,Kitadaito Airport,Kitadaito,Japan,KTD,RORK,25.9447002411,131.32699585,80,9,U,Asia/Tokyo,airport,OurAirports
2392,Shimojishima Airport,Shimojishima,Japan,SHI,RORS,24.8267002106,125.144996643,54,9,U,Asia/Tokyo,airport,OurAirports
2393,Tarama Airport,Tarama,Japan,TRA,RORT,24.653900146499996,124.675003052,36,9,U,Asia/Tokyo,airport,OurAirports
2394,Yoron Airport,Yoron,Japan,RNJ,RORY,27.0440006256,128.401992798,52,9,U,Asia/Tokyo,airport,OurAirports
2396,Yonaguni Airport,Yonaguni Jima,Japan,OGN,ROYN,24.466899871826172,122.97799682617188,70,9,U,Asia/Tokyo,airport,OurAirports
2397,Ninoy Aquino International Airport,Manila,Philippines,MNL,RPLL,14.5086,121.019997,75,8,N,Asia/Manila,airport,OurAirports
2399,Awang Airport,Cotabato,Philippines,CBO,RPMC,7.1652398109436035,124.20999908447266,189,8,N,Asia/Manila,airport,OurAirports
2401,Pagadian Airport,Pagadian,Philippines,PAG,RPMP,7.83073144787,123.461179733,5,8,N,Asia/Manila,airport,OurAirports
2402,General Santos International Airport,Romblon,Philippines,GES,RPMR,6.05800008774,125.096000671,505,8,N,Asia/Manila,airport,OurAirports
2404,Zamboanga International Airport,Zamboanga,Philippines,ZAM,RPMZ,6.922420024871826,122.05999755859375,33,8,N,Asia/Manila,airport,OurAirports
2405,Loakan Airport,Baguio,Philippines,BAG,RPUB,16.375099182128906,120.62000274658203,4251,8,N,Asia/Manila,airport,OurAirports
2406,Daet Airport,Daet,Philippines,DTE,RPUD,14.129199981689453,122.9800033569336,10,8,N,Asia/Manila,airport,OurAirports
2409,San Jose Airport,San Jose,Philippines,SJI,RPUH,12.361499786399998,121.04699707,14,8,N,Asia/Manila,airport,OurAirports
2411,Mamburao Airport,Mamburao,Philippines,MBO,RPUM,13.208100318908691,120.6050033569336,13,8,N,Asia/Manila,airport,OurAirports
2415,Dr.Juan C. Angara Airport,Baler,Philippines,BQA,RPUR,15.729309,121.500034,108,8,N,Asia/Manila,airport,OurAirports
2422,Daniel Z. Romualdez Airport,Tacloban,Philippines,TAC,RPVA,11.228035,125.027761,10,8,N,Asia/Manila,airport,OurAirports
2423,Bacolod-Silay Airport,Bacolod,Philippines,BCD,RPVB,10.7764,123.014999,82,8,N,Asia/Manila,airport,OurAirports
2425,Sibulan Airport,Dumaguete,Philippines,DGT,RPVD,9.3337097168,123.300003052,15,8,N,Asia/Manila,airport,OurAirports
2426,Godofredo P. Ramos Airport,Caticlan,Philippines,MPH,RPVE,11.9245,121.954002,7,8,N,Asia/Manila,airport,OurAirports
2429,Iloilo International Airport,Iloilo,Philippines,ILO,RPVI,10.833017,122.493358,27,8,N,Asia/Manila,airport,OurAirports
2430,Kalibo International Airport,Kalibo,Philippines,KLO,RPVK,11.679400444,122.375999451,14,8,N,Asia/Manila,airport,OurAirports
2433,Puerto Princesa Airport,Puerto Princesa,Philippines,PPS,RPVP,9.742119789123535,118.75900268554688,71,8,N,Asia/Manila,airport,OurAirports
2435,Evelio Javier Airport,San Jose,Philippines,EUQ,RPVS,10.765999794,121.932998657,23,8,N,Asia/Manila,airport,OurAirports
2908,Almaty Airport,Alma-ata,Kazakhstan,ALA,UAAA,43.35210037231445,77.04049682617188,2234,6,U,Asia/Qyzylorda,airport,OurAirports
2909,Balkhash Airport,Balkhash,Kazakhstan,BXH,UAAH,46.8932991027832,75.00499725341797,1446,6,U,Asia/Qyzylorda,airport,OurAirports
2910,Astana International Airport,Tselinograd,Kazakhstan,TSE,UACC,51.02220153808594,71.46690368652344,1165,6,U,Asia/Qyzylorda,airport,OurAirports
2911,Taraz Airport,Dzhambul,Kazakhstan,DMB,UADD,42.853599548339844,71.30359649658203,2184,6,U,Asia/Qyzylorda,airport,OurAirports
2912,Manas International Airport,Bishkek,Kyrgyzstan,FRU,UAFM,43.0612983704,74.4776000977,2058,6,U,Asia/Bishkek,airport,OurAirports
2913,Osh Airport,Osh,Kyrgyzstan,OSS,UAFO,40.6090011597,72.793296814,2927,6,U,Asia/Bishkek,airport,OurAirports
2914,Shymkent Airport,Chimkent,Kazakhstan,CIT,UAII,42.364200592041016,69.47889709472656,1385,6,U,Asia/Qyzylorda,airport,OurAirports
2916,Uralsk Airport,Uralsk,Kazakhstan,URA,UARR,51.15079879760742,51.54309844970703,125,5,U,Asia/Oral,airport,OurAirports
2917,Pavlodar Airport,Pavlodar,Kazakhstan,PWQ,UASP,52.19499969482422,77.07389831542969,410,6,U,Asia/Qyzylorda,airport,OurAirports
2918,Semipalatinsk Airport,Semiplatinsk,Kazakhstan,PLX,UASS,50.351295,80.234398,761,6,U,Asia/Qyzylorda,airport,OurAirports
2920,Aktobe Airport,Aktyubinsk,Kazakhstan,AKX,UATT,50.2458,57.206699,738,5,U,Asia/Oral,airport,OurAirports
2922,Heydar Aliyev International Airport,Baku,Azerbaijan,GYD,UBBB,40.467498779296875,50.04669952392578,10,4,E,Asia/Baku,airport,OurAirports
2923,Yakutsk Airport,Yakutsk,Russia,YKS,UEEE,62.093299865722656,129.77099609375,325,9,N,Asia/Yakutsk,airport,OurAirports
2925,Mirny Airport,Mirnyj,Russia,MJZ,UERR,62.534698486328125,114.03900146484375,1156,9,N,Asia/Yakutsk,airport,OurAirports
2926,Ignatyevo Airport,Blagoveschensk,Russia,BQS,UHBB,50.42539978027344,127.41200256347656,638,9,N,Asia/Yakutsk,airport,OurAirports
2927,Khabarovsk-Novy Airport,Khabarovsk,Russia,KHV,UHHH,48.52799987793,135.18800354004,244,10,N,Asia/Vladivostok,airport,OurAirports
2929,Provideniya Bay Airport,Provideniya Bay,Russia,PVS,UHMD,64.37809753417969,-173.2429962158203,72,12,N,Asia/Anadyr,airport,OurAirports
2930,Sokol Airport,Magadan,Russia,GDX,UHMM,59.9109992980957,150.72000122070312,574,11,N,Asia/Srednekolymsk,airport,OurAirports
2932,Yelizovo Airport,Petropavlovsk,Russia,PKC,UHPP,53.16790008544922,158.45399475097656,131,12,N,Asia/Anadyr,airport,OurAirports
2933,Yuzhno-Sakhalinsk Airport,Yuzhno-sakhalinsk,Russia,UUS,UHSS,46.88869857788086,142.71800231933594,59,11,N,Asia/Srednekolymsk,airport,OurAirports
2934,Vladivostok International Airport,Vladivostok,Russia,VVO,UHWW,43.39899826049805,132.1479949951172,46,10,N,Asia/Vladivostok,airport,OurAirports
2935,Chita-Kadala Airport,Chita,Russia,HTA,UIAA,52.026299,113.306,2272,9,N,Asia/Yakutsk,airport,OurAirports
2936,Bratsk Airport,Bratsk,Russia,BTK,UIBB,56.370601654052734,101.697998046875,1610,8,N,Asia/Irkutsk,airport,OurAirports
2937,Irkutsk Airport,Irkutsk,Russia,IKT,UIII,52.268001556396,104.38899993896,1675,8,N,Asia/Irkutsk,airport,OurAirports
2938,Ulan-Ude Airport (Mukhino),Ulan-ude,Russia,UUD,UIUU,51.80780029296875,107.43800354003906,1690,8,N,Asia/Irkutsk,airport,OurAirports
2955,Abakan Airport,Abakan,Russia,ABA,UNAA,53.7400016784668,91.38500213623047,831,7,N,Asia/Krasnoyarsk,airport,OurAirports
2956,Barnaul Airport,Barnaul,Russia,BAX,UNBB,53.363800048828125,83.53849792480469,837,7,N,Asia/Krasnoyarsk,airport,OurAirports
2957,Kemerovo Airport,Kemorovo,Russia,KEJ,UNEE,55.27009963989258,86.1072006225586,863,7,N,Asia/Krasnoyarsk,airport,OurAirports
2958,Omsk Central Airport,Omsk,Russia,OMS,UNOO,54.96699905395508,73.31050109863281,311,6,N,Asia/Omsk,airport,OurAirports
2968,Chelyabinsk Balandino Airport,Chelyabinsk,Russia,CEK,USCC,55.305801,61.5033,769,5,N,Asia/Yekaterinburg,airport,OurAirports
2969,Magnitogorsk International Airport,Magnetiogorsk,Russia,MQF,USCM,53.39310073852539,58.755699157714844,1430,5,N,Asia/Yekaterinburg,airport,OurAirports
2972,Nizhnevartovsk Airport,Nizhnevartovsk,Russia,NJC,USNN,60.94929885864258,76.48359680175781,177,5,N,Asia/Yekaterinburg,airport,OurAirports
2973,Bolshoye Savino Airport,Perm,Russia,PEE,USPP,57.914501190186,56.021198272705,404,5,N,Asia/Yekaterinburg,airport,OurAirports
2974,Surgut Airport,Surgut,Russia,SGC,USRR,61.34370040893555,73.40180206298828,200,5,N,Asia/Yekaterinburg,airport,OurAirports
2975,Koltsovo Airport,Yekaterinburg,Russia,SVX,USSS,56.743099212646,60.802700042725,764,5,N,Asia/Yekaterinburg,airport,OurAirports
2976,Ashgabat International Airport,Ashkhabad,Turkmenistan,ASB,UTAA,37.986801,58.361,692,5,U,Asia/Ashgabat,airport,OurAirports
2977,Turkmenbashi Airport,Krasnovodsk,Turkmenistan,KRW,UTAK,40.063301,53.007198,279,5,U,Asia/Ashgabat,airport,OurAirports
2978,Turkmenabat Airport,Chardzhou,Turkmenistan,CRZ,UTAV,39.08330154418945,63.61330032348633,630,5,U,Asia/Ashgabat,airport,OurAirports
2979,Dushanbe Airport,Dushanbe,Tajikistan,DYU,UTDD,38.543300628699996,68.8249969482,2575,5,U,Asia/Dushanbe,airport,OurAirports
2980,Bukhara Airport,Bukhara,Uzbekistan,BHK,UTSB,39.775001525878906,64.4832992553711,751,5,U,Asia/Samarkand,airport,OurAirports
2981,Samarkand Airport,Samarkand,Uzbekistan,SKD,UTSS,39.70050048828125,66.98380279541016,2224,5,U,Asia/Samarkand,airport,OurAirports
2983,Tashkent International Airport,Tashkent,Uzbekistan,TAS,UTTT,41.257900238,69.2811965942,1417,5,U,Asia/Samarkand,airport,OurAirports
2991,Orenburg Central Airport,Orenburg,Russia,REN,UWOO,51.795799255371094,55.45669937133789,387,5,N,Asia/Yekaterinburg,airport,OurAirports
2992,Ufa International Airport,Ufa,Russia,UFA,UWUU,54.557498931885,55.874401092529,449,5,N,Asia/Yekaterinburg,airport,OurAirports
2994,Sardar Vallabhbhai Patel International Airport,Ahmedabad,India,AMD,VAAH,23.0771999359,72.63469696039999,189,5.5,N,Asia/Calcutta,airport,OurAirports
2995,Akola Airport,Akola,India,AKD,VAAK,20.698999,77.058601,999,5.5,N,Asia/Calcutta,airport,OurAirports
2996,Aurangabad Airport,Aurangabad,India,IXU,VAAU,19.862699508666992,75.39810180664062,1911,5.5,N,Asia/Calcutta,airport,OurAirports
2997,Chhatrapati Shivaji International Airport,Mumbai,India,BOM,VABB,19.0886993408,72.8678970337,39,5.5,N,Asia/Calcutta,airport,OurAirports
2998,Bilaspur Airport,Bilaspur,India,PAB,VABI,21.9884,82.111,899,5.5,N,Asia/Calcutta,airport,OurAirports
2999,Bhuj Airport,Bhuj,India,BHJ,VABJ,23.2877998352,69.6701965332,268,5.5,N,Asia/Calcutta,airport,OurAirports
3000,Belgaum Airport,Belgaum,India,IXG,VABM,15.859299659700001,74.6183013916,2487,5.5,N,Asia/Calcutta,airport,OurAirports
3001,Vadodara Airport,Baroda,India,BDQ,VABO,22.336201,73.226303,129,5.5,N,Asia/Calcutta,airport,OurAirports
3002,Raja Bhoj International Airport,Bhopal,India,BHO,VABP,23.2875003815,77.3374023438,1711,5.5,N,Asia/Calcutta,airport,OurAirports
3003,Bhavnagar Airport,Bhaunagar,India,BHU,VABV,21.752199173,72.1852035522,44,5.5,N,Asia/Calcutta,airport,OurAirports
3004,Daman Airport,Daman,India,NMB,VADN,20.43440055847168,72.84320068359375,33,5.5,N,Asia/Calcutta,airport,OurAirports
3006,Guna Airport,Guna,India,GUX,VAGN,24.654699,77.347298,1600,5.5,N,Asia/Calcutta,airport,OurAirports
3007,Dabolim Airport,Goa,India,GOI,VAGO,15.3808002472,73.8313980103,150,5.5,N,Asia/Calcutta,airport,OurAirports
3008,Devi Ahilyabai Holkar Airport,Indore,India,IDR,VAID,22.7217998505,75.8011016846,1850,5.5,N,Asia/Calcutta,airport,OurAirports
3009,Jabalpur Airport,Jabalpur,India,JLR,VAJB,23.177799224853516,80.052001953125,1624,5.5,N,Asia/Calcutta,airport,OurAirports
3010,Jamnagar Airport,Jamnagar,India,JGA,VAJM,22.465499877929688,70.01260375976562,69,5.5,N,Asia/Calcutta,airport,OurAirports
3011,Kandla Airport,Kandla,India,IXY,VAKE,23.1127,70.100304,96,5.5,N,Asia/Calcutta,airport,OurAirports
3012,Khajuraho Airport,Khajuraho,India,HJR,VAKJ,24.817199707,79.91860198970001,728,5.5,N,Asia/Calcutta,airport,OurAirports
3013,Kolhapur Airport,Kolhapur,India,KLH,VAKP,16.6646995544,74.2893981934,1996,5.5,N,Asia/Calcutta,airport,OurAirports
3014,Keshod Airport,Keshod,India,IXK,VAKS,21.317100524902344,70.27040100097656,167,5.5,N,Asia/Calcutta,airport,OurAirports
3015,Dr. Babasaheb Ambedkar International Airport,Nagpur,India,NAG,VANP,21.092199325561523,79.04720306396484,1033,5.5,N,Asia/Calcutta,airport,OurAirports
3016,Nashik Airport,Nasik Road,India,ISK,VAOZ,20.119101,73.912903,1900,5.5,N,Asia/Calcutta,airport,OurAirports
3017,Pune Airport,Pune,India,PNQ,VAPO,18.58209991455078,73.9197006225586,1942,5.5,N,Asia/Calcutta,airport,OurAirports
3018,Porbandar Airport,Porbandar,India,PBD,VAPR,21.6487007141,69.65720367429999,23,5.5,N,Asia/Calcutta,airport,OurAirports
3019,Rajkot Airport,Rajkot,India,RAJ,VARK,22.3092002869,70.77950286869999,441,5.5,N,Asia/Calcutta,airport,OurAirports
3020,Raipur Airport,Raipur,India,RPR,VARP,21.180401,81.7388,1041,5.5,N,Asia/Calcutta,airport,OurAirports
3021,Solapur Airport,Sholapur,India,SSE,VASL,17.6280002594,75.93479919430001,1584,5.5,N,Asia/Calcutta,airport,OurAirports
3022,Surat Airport,Surat,India,STV,VASU,21.1140995026,72.7417984009,16,5.5,N,Asia/Calcutta,airport,OurAirports
3023,Maharana Pratap Airport,Udaipur,India,UDR,VAUD,24.617700576799997,73.89610290530001,1684,5.5,N,Asia/Calcutta,airport,OurAirports
3024,Bandaranaike International Colombo Airport,Colombo,Sri Lanka,CMB,VCBI,7.180759906768799,79.88410186767578,30,5.5,U,Asia/Colombo,airport,OurAirports
3025,Anuradhapura Air Force Base,Anuradhapura,Sri Lanka,ACJ,VCCA,8.30148983002,80.42790222170001,324,5.5,U,Asia/Colombo,airport,OurAirports
3026,Batticaloa Airport,Batticaloa,Sri Lanka,BTC,VCCB,7.70576,81.678802,20,5.5,U,Asia/Colombo,airport,OurAirports
3027,Colombo Ratmalana Airport,Colombo,Sri Lanka,RML,VCCC,6.821990013122559,79.88619995117188,22,5.5,U,Asia/Colombo,airport,OurAirports
3028,Ampara Airport,Galoya,Sri Lanka,ADP,VCCG,7.33776,81.62594,150,5.5,U,Asia/Colombo,airport,OurAirports
3029,Kankesanturai Airport,Jaffna,Sri Lanka,JAF,VCCJ,9.792329788208008,80.07009887695312,33,5.5,U,Asia/Colombo,airport,OurAirports
3030,China Bay Airport,Trinciomalee,Sri Lanka,TRR,VCCT,8.5385103225708,81.18190002441406,6,5.5,U,Asia/Colombo,airport,OurAirports
3033,Kampong Chhnang Airport,Kompong Chnang,Cambodia,KZC,VDKH,12.255200386,104.564002991,56,7,U,Asia/Phnom_Penh,airport,OurAirports
3034,Phnom Penh International Airport,Phnom-penh,Cambodia,PNH,VDPP,11.546600341796875,104.84400177001953,40,7,U,Asia/Phnom_Penh,airport,OurAirports
3035,Siem Reap International Airport,Siem-reap,Cambodia,REP,VDSR,13.410699844400002,103.81300354,60,7,U,Asia/Phnom_Penh,airport,OurAirports
3036,Stung Treng Airport,Stung Treng,Cambodia,TNX,VDST,13.531900405883789,106.01499938964844,203,7,U,Asia/Phnom_Penh,airport,OurAirports
3037,Along Airport,Along,India,IXV,VEAN,28.17530059814453,94.802001953125,900,5.5,N,Asia/Calcutta,airport,OurAirports
3038,Agartala Airport,Agartala,India,IXA,VEAT,23.8869991302,91.24040222170001,46,5.5,N,Asia/Calcutta,airport,OurAirports
3039,Lengpui Airport,Aizwal,India,AJL,VELP,23.840599060099997,92.6196975708,1398,5.5,N,Asia/Calcutta,airport,OurAirports
3040,Bagdogra Airport,Baghdogra,India,IXB,VEBD,26.68120002746582,88.32859802246094,412,5.5,N,Asia/Calcutta,airport,OurAirports
3042,Biju Patnaik Airport,Bhubaneswar,India,BBI,VEBS,20.244400024399997,85.8178024292,138,5.5,N,Asia/Calcutta,airport,OurAirports
3043,Netaji Subhash Chandra Bose International Airport,Kolkata,India,CCU,VECC,22.654699325561523,88.44670104980469,16,5.5,N,Asia/Calcutta,airport,OurAirports
3044,Cooch Behar Airport,Cooch-behar,India,COH,VECO,26.330499649,89.4672012329,138,5.5,N,Asia/Calcutta,airport,OurAirports
3045,Dhanbad Airport,Dhanbad,India,DBD,VEDB,23.833999633789062,86.42530059814453,847,5.5,N,Asia/Calcutta,airport,OurAirports
3048,Gaya Airport,Gaya,India,GAY,VEGY,24.744300842285156,84.95120239257812,380,5.5,N,Asia/Calcutta,airport,OurAirports
3050,Imphal Airport,Imphal,India,IMF,VEIM,24.7600002289,93.896697998,2540,5.5,N,Asia/Calcutta,airport,OurAirports
3052,Sonari Airport,Jamshedpur,India,IXW,VEJS,22.8132,86.1688,475,5.5,N,Asia/Calcutta,airport,OurAirports
3053,Jorhat Airport,Jorhat,India,JRH,VEJT,26.7315006256,94.1754989624,311,5.5,N,Asia/Calcutta,airport,OurAirports
3054,Kailashahar Airport,Kailashahar,India,IXH,VEKR,24.30820083618164,92.0072021484375,79,5.5,N,Asia/Calcutta,airport,OurAirports
3055,Silchar Airport,Silchar,India,IXS,VEKU,24.9129009247,92.97869873050001,352,5.5,N,Asia/Calcutta,airport,OurAirports
3056,North Lakhimpur Airport,Lilabari,India,IXI,VELR,27.295499801635742,94.09760284423828,330,5.5,N,Asia/Calcutta,airport,OurAirports
3057,Dibrugarh Airport,Mohanbari,India,DIB,VEMN,27.4839000702,95.0168991089,362,5.5,N,Asia/Calcutta,airport,OurAirports
3058,Muzaffarpur Airport,Mazuffarpur,India,MZU,VEMZ,26.11910057067871,85.3136978149414,174,5.5,N,Asia/Calcutta,airport,OurAirports
3061,Lok Nayak Jayaprakash Airport,Patina,India,PAT,VEPT,25.591299057,85.0879974365,170,5.5,N,Asia/Calcutta,airport,OurAirports
3063,Birsa Munda Airport,Ranchi,India,IXR,VERC,23.314300537100003,85.3217010498,2148,5.5,N,Asia/Calcutta,airport,OurAirports
3064,Rourkela Airport,Rourkela,India,RRK,VERK,22.256701,84.814598,659,5.5,N,Asia/Calcutta,airport,OurAirports
3066,Vishakhapatnam Airport,Vishakhapatnam,India,VTZ,VEVZ,17.721200943,83.2245025635,15,5.5,N,Asia/Calcutta,airport,OurAirports
3067,Ziro Airport,Zero,India,ZER,VEZO,27.588301,93.828102,5403,5.5,N,Asia/Calcutta,airport,OurAirports
3068,Cox's Bazar Airport,Cox's Bazar,Bangladesh,CXB,VGCB,21.452199935913086,91.96389770507812,12,6,U,Asia/Dhaka,airport,OurAirports
3069,Shah Amanat International Airport,Chittagong,Bangladesh,CGP,VGEG,22.24959945678711,91.81330108642578,12,6,U,Asia/Dhaka,airport,OurAirports
3070,Ishurdi Airport,Ishurdi,Bangladesh,IRD,VGIS,24.15250015258789,89.04940032958984,45,6,U,Asia/Dhaka,airport,OurAirports
3071,Jessore Airport,Jessore,Bangladesh,JSR,VGJR,23.183799743652344,89.16079711914062,20,6,U,Asia/Dhaka,airport,OurAirports
3072,Shah Mokhdum Airport,Rajshahi,Bangladesh,RJH,VGRJ,24.43720054626465,88.61650085449219,64,6,U,Asia/Dhaka,airport,OurAirports
3073,Saidpur Airport,Saidpur,Bangladesh,SPD,VGSD,25.759199142456055,88.90889739990234,125,6,U,Asia/Dhaka,airport,OurAirports
3074,Osmany International Airport,Sylhet Osmani,Bangladesh,ZYL,VGSY,24.963199615478516,91.8667984008789,50,6,U,Asia/Dhaka,airport,OurAirports
3076,Hazrat Shahjalal International Airport,Dhaka,Bangladesh,DAC,VGZR,23.843347,90.397783,30,6,U,Asia/Dhaka,airport,OurAirports
